Date,WeekStart,TargetDate,ModelVersion,Ticker,Region,HorizonDays,ER_Pct,Notes,Adj_ER_Pct,EngineStatus,CalibApplied,CalibReason,LastError,RankSignal,score_0_100,confidence_tier,AdjERPct,Reliability,VolScale
2026-07-05,2026-07-06,2026-07-10,StockD_V11.0,WINE,RO,5,-0.1284,weekly auto-forecast,-0.3235,OK,yes,ridge+calib+reliability+regime,,,39.7,LOW,-0.3235,0.397,0.547
2026-07-05,2026-07-06,2026-07-10,StockD_V11.0,EL,RO,5,2.0777,weekly auto-forecast,4.5,OK,yes,ridge+calib+reliability+regime,,,46.2,MEDIUM,4.5,0.462,2.448
2026-07-05,2026-07-06,2026-07-10,StockD_V11.0,AG,RO,5,0.1416,weekly auto-forecast,0.4268,OK,yes,ridge+calib+reliability+regime,,,44.2,LOW,0.4268,0.442,1.983
2026-07-05,2026-07-06,2026-07-10,StockD_V11.0,H2O,RO,5,2.1717,weekly auto-forecast,4.5,OK,yes,ridge+calib+reliability+regime,,,48.3,MEDIUM,4.5,0.483,2.809
2026-07-05,2026-07-06,2026-07-10,StockD_V11.0,SNN,RO,5,-0.1053,weekly auto-forecast,-0.2264,OK,yes,ridge+calib+reliability+regime,,,46.5,MEDIUM,-0.2264,0.465,0.588
2026-07-05,2026-07-06,2026-07-10,StockD_V11.0,AQ,RO,5,0.4703,weekly auto-forecast,1.1034,OK,yes,ridge+calib+reliability+regime,,,42.6,LOW,1.1034,0.426,0.408
2026-07-05,2026-07-06,2026-07-10,StockD_V11.0,SNP,RO,5,1.1023,weekly auto-forecast,2.1793,OK,yes,ridge+calib+reliability+regime,,,50.6,MEDIUM,2.1793,0.506,2.395
2026-07-05,2026-07-06,2026-07-10,StockD_V11.0,TRP,RO,5,1.0105,weekly auto-forecast,3.0874,OK,yes,ridge+calib+reliability+regime,,,43.6,LOW,3.0874,0.436,3.669
2026-07-05,2026-07-06,2026-07-10,StockD_V11.0,AROBS,RO,5,-0.3055,weekly auto-forecast,-0.7124,OK,yes,ridge+calib+reliability+regime,,,42.9,LOW,-0.7124,0.429,0.829
2026-07-05,2026-07-06,2026-07-10,StockD_V11.0,FP,RO,5,1.4664,weekly auto-forecast,3.2017,OK,yes,ridge+calib+reliability+regime,,,45.8,MEDIUM,3.2017,0.458,2.698
2026-07-05,2026-07-06,2026-07-10,StockD_V11.0,TLV,RO,5,0.7126,weekly auto-forecast,1.4856,OK,yes,ridge+calib+reliability+regime,,,48.0,MEDIUM,1.4856,0.48,1.388
2026-07-05,2026-07-06,2026-07-10,StockD_V11.0,ALR,RO,5,0.3972,weekly auto-forecast,1.1208,OK,yes,ridge+calib+reliability+regime,,,47.2,MEDIUM,1.1208,0.472,2.025
2026-07-05,2026-07-06,2026-07-10,StockD_V11.0,GSH,RO,5,1.117,weekly auto-forecast,4.4012,OK,yes,ridge+calib+reliability+regime,,,33.8,LOW,4.4012,0.338,0.186
2026-07-05,2026-07-06,2026-07-10,StockD_V11.0,HAI,RO,5,-0.9527,weekly auto-forecast,-2.1304,OK,yes,ridge+calib+reliability+regime,,,44.7,LOW,-2.1304,0.447,0.329
2026-07-05,2026-07-06,2026-07-10,StockD_V11.0,NRF,RO,5,0.0046,weekly auto-forecast,0.0139,OK,yes,ridge+calib+reliability+regime,,,44.2,LOW,0.0139,0.442,2.832
2026-07-05,2026-07-06,2026-07-10,StockD_V11.0,BATE.DE,EU,5,0.0576,weekly auto-forecast,0.1569,OK,yes,ridge+calib+reliability+regime,,,49.0,MEDIUM,0.1569,0.49,0.722
2026-07-05,2026-07-06,2026-07-10,StockD_V11.0,LHA.DE,EU,5,0.5896,weekly auto-forecast,1.1955,OK,yes,ridge+calib+reliability+regime,,,49.3,MEDIUM,1.1955,0.493,0.567
2026-07-05,2026-07-06,2026-07-10,StockD_V11.0,BABA,US,5,-0.4041,weekly auto-forecast,-0.9941,OK,yes,ridge+calib+reliability+regime,,,40.6,LOW,-0.9941,0.406,1.0
2026-07-05,2026-07-06,2026-07-10,StockD_V11.0,JD,US,5,0.5072,weekly auto-forecast,1.5453,OK,yes,ridge+calib+reliability+regime,,,43.8,LOW,1.5453,0.438,1.0
2026-07-05,2026-07-06,2026-07-10,StockD_V11.0,NIO,US,5,-0.0217,weekly auto-forecast,-0.0532,OK,yes,ridge+calib+reliability+regime,,,40.9,LOW,-0.0532,0.409,1.0
2026-07-05,2026-07-06,2026-07-10,StockD_V11.0,PATH,US,5,2.0185,weekly auto-forecast,5.0,OK,yes,ridge+calib+reliability+regime,,,40.4,LOW,5.0,0.404,1.0
