Date,WeekStart,TargetDate,ModelVersion,Ticker,Region,HorizonDays,ER_Pct,Notes,Adj_ER_Pct,EngineStatus,CalibApplied,CalibReason,LastError,RankSignal,score_0_100,confidence_tier,AdjERPct,Reliability,VolScale
2026-05-31,2026-06-01,2026-06-05,StockD_V11.0,WINE,RO,5,0.0756,weekly auto-forecast,0.1829,OK,yes,ridge+calib+reliability+regime,,,41.3,LOW,0.1829,0.413,0.223
2026-05-31,2026-06-01,2026-06-05,StockD_V11.0,EL,RO,5,0.2753,weekly auto-forecast,0.5902,OK,yes,ridge+calib+reliability+regime,,,46.6,MEDIUM,0.5902,0.466,1.017
2026-05-31,2026-06-01,2026-06-05,StockD_V11.0,AG,RO,5,-0.1422,weekly auto-forecast,-0.3175,OK,yes,ridge+calib+reliability+regime,,,44.8,LOW,-0.3175,0.448,0.442
2026-05-31,2026-06-01,2026-06-05,StockD_V11.0,H2O,RO,5,1.4873,weekly auto-forecast,3.0728,OK,yes,ridge+calib+reliability+regime,,,48.4,MEDIUM,3.0728,0.484,1.263
2026-05-31,2026-06-01,2026-06-05,StockD_V11.0,SNN,RO,5,0.8237,weekly auto-forecast,2.3298,OK,yes,ridge+calib+reliability+regime,,,47.1,MEDIUM,2.3298,0.471,1.272
2026-05-31,2026-06-01,2026-06-05,StockD_V11.0,AQ,RO,5,0.1754,weekly auto-forecast,0.5248,OK,yes,ridge+calib+reliability+regime,,,44.6,LOW,0.5248,0.446,1.501
2026-05-31,2026-06-01,2026-06-05,StockD_V11.0,SNP,RO,5,0.3882,weekly auto-forecast,0.7644,OK,yes,ridge+calib+reliability+regime,,,50.8,MEDIUM,0.7644,0.508,0.644
2026-05-31,2026-06-01,2026-06-05,StockD_V11.0,TRP,RO,5,-0.3545,weekly auto-forecast,-0.8004,OK,yes,ridge+calib+reliability+regime,,,44.3,LOW,-0.8004,0.443,0.546
2026-05-31,2026-06-01,2026-06-05,StockD_V11.0,AROBS,RO,5,-0.5387,weekly auto-forecast,-1.2737,OK,yes,ridge+calib+reliability+regime,,,42.3,LOW,-1.2737,0.423,0.258
2026-05-31,2026-06-01,2026-06-05,StockD_V11.0,FP,RO,5,0.3005,weekly auto-forecast,0.8882,OK,yes,ridge+calib+reliability+regime,,,45.1,MEDIUM,0.8882,0.451,1.252
2026-05-31,2026-06-01,2026-06-05,StockD_V11.0,TLV,RO,5,0.7329,weekly auto-forecast,1.5058,OK,yes,ridge+calib+reliability+regime,,,48.7,MEDIUM,1.5058,0.487,1.356
2026-05-31,2026-06-01,2026-06-05,StockD_V11.0,ALR,RO,5,2.0295,weekly auto-forecast,4.5,OK,yes,ridge+calib+reliability+regime,,,45.1,MEDIUM,4.5,0.451,3.27
2026-05-31,2026-06-01,2026-06-05,StockD_V11.0,GSH,RO,5,1.2326,weekly auto-forecast,4.5,OK,yes,ridge+calib+reliability+regime,,,36.5,LOW,4.5,0.365,8.746
2026-05-31,2026-06-01,2026-06-05,StockD_V11.0,HAI,RO,5,1.5549,weekly auto-forecast,4.5,OK,yes,ridge+calib+reliability+regime,,,46.1,MEDIUM,4.5,0.461,5.276
2026-05-31,2026-06-01,2026-06-05,StockD_V11.0,NRF,RO,5,1.4202,weekly auto-forecast,4.5,OK,yes,ridge+calib+reliability+regime,,,42.1,LOW,4.5,0.421,6.407
2026-05-31,2026-06-01,2026-06-05,StockD_V11.0,BATE.DE,EU,5,1.922,weekly auto-forecast,4.0,OK,yes,ridge+calib+reliability+regime,,,48.0,MEDIUM,4.0,0.48,0.505
2026-05-31,2026-06-01,2026-06-05,StockD_V11.0,LHA.DE,EU,5,-1.1903,weekly auto-forecast,-2.5154,OK,yes,ridge+calib+reliability+regime,,,47.3,MEDIUM,-2.5154,0.473,1.631
2026-05-31,2026-06-01,2026-06-05,StockD_V11.0,BABA,US,5,0.1064,weekly auto-forecast,0.3227,OK,yes,ridge+calib+reliability+regime,,,44.0,LOW,0.3227,0.44,0.958
2026-05-31,2026-06-01,2026-06-05,StockD_V11.0,JD,US,5,-0.2656,weekly auto-forecast,-0.5772,OK,yes,ridge+calib+reliability+regime,,,46.0,MEDIUM,-0.5772,0.46,0.513
2026-05-31,2026-06-01,2026-06-05,StockD_V11.0,NIO,US,5,-1.9655,weekly auto-forecast,-5.0,OK,yes,ridge+calib+reliability+regime,,,39.3,LOW,-5.0,0.393,1.025
2026-05-31,2026-06-01,2026-06-05,StockD_V11.0,PATH,US,5,2.036,weekly auto-forecast,5.0,OK,yes,ridge+calib+reliability+regime,,,40.7,LOW,5.0,0.407,1.622
